"","target_id","mean_obs","gene_id","gene_description","pval","qval","test_stat","rss","degrees_free","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","b","se_b"
"1","Phvul.003G006100.1",6.06666990020363,"Phvul.003G006100","2.1.1.154 - Isoliquiritigenin 2'-O-methyltransferase / CHMT (1 of 8)",8.25868635802438e-07,0.00215463878154251,24.2965496838424,3.15554668509796,1,0.631109337019592,0.00312264480991723,0.627986692209674,0.0191576322670279,0.627986692209674,1.44011415033701,0.10266585290359
"2","Phvul.011G166500.1",5.99661430507334,"Phvul.011G166500","PF00197 - Trypsin and protease inhibitor (Kunitz_legume)  (1 of 24)",5.15394136183742e-07,0.00215463878154251,25.205335586045,9.57714433721302,1,1.9154288674426,0.00657726798392072,1.90885159945868,0.0194136692894677,1.90885159945868,2.50885582251693,0.150337414919132
"3","Phvul.008G282600.1",4.44959860582043,"Phvul.008G282600","PTHR31268:SF4 - GALACTINOL--SUCROSE GALACTOSYLTRANSFERASE 1-RELATED (1 of 1)",5.5486754800037e-07,0.00215463878154251,25.0630223722836,8.04055800479672,1,1.60811160095934,0.0220598197372984,1.58605178122205,0.0353382450783452,1.58605178122205,-2.30748472141098,0.176787724630045
"4","Phvul.008G285100.1",5.59265700900718,"Phvul.008G285100","K08913 - light-harvesting complex II chlorophyll a/b binding protein 2 (LHCB2)  (1 of 1)",2.57770432296921e-07,0.00215463878154251,26.5427487519623,5.58616151430835,1,1.11723230286167,0.00496547071601864,1.11226683214565,0.0214757657669863,1.11226683214565,-1.92058455683647,0.114340045185776
"5","Phvul.008G009000.1",6.78204388301696,"Phvul.008G009000","PTHR11206//PTHR11206:SF167 - MULTIDRUG RESISTANCE PROTEIN // SUBFAMILY NOT NAMED (1 of 1)",6.65466592877385e-07,0.00215463878154251,24.7126297359906,3.1110681535377,1,0.622213630707539,0.00581439060776471,0.616399240099775,0.0187178370663724,0.616399240099775,-1.43313307558492,0.107817358814598
"6","Phvul.008G113900.1",6.44951251410698,"Phvul.008G113900","PF14368 - Probable lipid transfer (LTP_2)  (1 of 66)",7.27888002130891e-07,0.00215463878154251,24.5398488149251,3.85257040234767,1,0.770514080469534,0.00204886587071387,0.76846521459882,0.018439574378381,0.76846521459882,-1.58988909333449,0.10078806864879
"7","Phvul.004G098000.1",9.65066554089781,"Phvul.004G098000","PF04554 - Extensin-like region (Extensin_2)  (1 of 3)",7.18072888415128e-07,0.00215463878154251,24.5660086068098,6.93127771418493,1,1.38625554283699,8.22055037497443e-05,1.38617333733324,0.0641697710682125,1.38617333733324,2.13361572736512,0.141591270225093
"8","Phvul.007G040900.1",7.37943135621556,"Phvul.007G040900","PF04450 - Peptidase of plants and bacteria (BSP)  (1 of 3)",1.10070880134627e-07,0.00215463878154251,28.1882477179047,4.36890383114151,1,0.873780766228303,0.000753598919323456,0.873027167308979,0.0214798298525756,0.873027167308979,1.70166445443527,0.0942959239823601
"9","Phvul.006G084800.1",4.49661585466065,"Phvul.006G084800","PF00069//PF01657 - Protein kinase domain (Pkinase)  // Salt stress response/antifungal (Stress-antifung)  (1 of 9)",8.79313890219173e-07,0.00215463878154251,24.1757752383123,6.7524798424416,1,1.35049596848832,0.0194623990341573,1.33103356945416,0.0345116935296117,1.33103356945416,2.11201444992925,0.17069460676933
"10","Phvul.L001647.1",6.49877574255271,"Phvul.L001647","",4.65453437256348e-07,0.00215463878154251,25.4019249447531,4.26318247108562,1,0.852636494217124,0.0021775394605223,0.850458954756601,0.0184316331779691,0.850458954756601,1.67426870197769,0.0986736552585636
"11","Phvul.002G180200.1",5.41118543192404,"Phvul.002G180200","K08150 - MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13 (SLC2A13, ITR)  (1 of 10)",4.01899766793567e-07,0.00215463878154251,25.6851887885997,3.83261239620169,1,0.766522479240337,0.00542079834720672,0.761101680893131,0.022815519858964,0.761101680893131,-1.59463578112348,0.118628748557473
"12","Phvul.010G034400.1",4.14843651043003,"Phvul.010G034400","K08472 - mlo protein (MLO)  (1 of 20)",1.1718397577517e-06,0.00263214740253662,23.6229105770154,8.81418235344764,1,1.76283647068953,0.029912960981787,1.73292350970774,0.041835265462202,1.73292350970774,2.41011652021843,0.19936501184034
"13","Phvul.004G025000.2",5.42540552814327,"Phvul.004G025000","PTHR23070//PTHR23070:SF19 - BCS1 AAA-TYPE ATPASE // SUBFAMILY NOT NAMED (1 of 1)",1.64150720627996e-06,0.00303957815402213,22.9746622452767,4.24128011350318,1,0.848256022700634,0.00661534024874525,0.84164068245189,0.0227007608417786,0.84164068245189,-1.66434970238013,0.121696507204356
"14","Phvul.007G186900.1",6.08717201033738,"Phvul.007G186900","",1.48454030619034e-06,0.00303957815402213,23.1679104973959,9.3034778988275,1,1.8606955797655,0.00464189099872896,1.85605368876677,0.0190888397739836,1.85605368876677,2.46556001690049,0.175593566425408
"15","Phvul.007G050400.1",5.50216589738435,"Phvul.007G050400","PF01657//PF07714 - Salt stress response/antifungal (Stress-antifung)  // Protein tyrosine kinase (Pkinase_Tyr)  (1 of 40)",1.6915364068536e-06,0.00303957815402213,22.9169501033252,3.46066597957042,1,0.692133195914085,0.00548428684417668,0.686648909069907,0.0221099845780948,0.686648909069907,1.50453501266977,0.117263448092262
"16","Phvul.009G234500.1",6.26217972593571,"Phvul.009G234500","KOG0617 - Ras suppressor protein (contains leucine-rich repeats) (1 of 30)",1.95601149762907e-06,0.00321754173111787,22.6377716164344,3.78681279059459,1,0.757362558118919,0.00330373832999164,0.754058819788927,0.0186319562333058,0.754058819788927,-1.57152927490227,0.117087145453241
"17","Phvul.009G105300.1",6.9101017575992,"Phvul.009G105300","",2.26806013546188e-06,0.00321754173111787,22.3534434629011,3.92123611384985,1,0.784247222769972,0.00126460765835041,0.78298261511162,0.0190613948312536,0.78298261511162,1.59831709329829,0.122003973812062
"18","Phvul.009G116600.1",8.33074686521744,"Phvul.009G116600","PTHR22595:SF34 - BASIC ENDOCHITINASE B (1 of 8)",2.24315122051715e-06,0.00321754173111787,22.3746519149606,2.80700532899244,1,0.561401065798487,0.000379641578329881,0.561021424220158,0.0311611546639522,0.561021424220158,1.35292019677179,0.106368660497733
"19","Phvul.005G174000.1",6.01797207771191,"Phvul.005G174000","K03301 - ATP:ADP antiporter, AAA family (TC.AAA)  (1 of 3)",2.20158871936287e-06,0.00321754173111787,22.4105715108284,7.14425024606036,1,1.42885004921207,0.0040766056279759,1.4247734435841,0.0193323106282225,1.4247734435841,-2.15763376571429,0.163897857233668
"20","Phvul.006G168300.1",8.32742996600218,"Phvul.006G168300","2.1.2.1 - Glycine hydroxymethyltransferase / Threonine aldolase (1 of 8)",2.62796504209185e-06,0.00321973498838835,22.070655570512,2.4652298982114,1,0.49304597964228,0.000133209006611536,0.492912770635668,0.0311128980431456,0.492912770635668,-1.26783992875077,0.105530279931434
"21","Phvul.006G168300.2",8.32742996600218,"Phvul.006G168300","",2.62796504209185e-06,0.00321973498838835,22.070655570512,2.4652298982114,1,0.49304597964228,0.000133209006611536,0.492912770635668,0.0311128980431456,0.492912770635668,-1.26783992875077,0.105530279931434
"22","Phvul.002G310600.1",7.00318484347283,"Phvul.002G310600","PTHR23500:SF14 - SUGAR TRANSPORT PROTEIN 14 (1 of 3)",2.488934553186e-06,0.00321973498838835,22.1750019857511,1.85743065479814,1,0.371486130959627,0.00104273220105244,0.370443398758575,0.0194093446732098,0.370443398758575,-1.10111849380501,0.0924848537379866
"23","Phvul.003G117200.1",4.52548953532217,"Phvul.003G117200","PTHR31080:SF18 - CELL WALL / VACUOLAR INHIBITOR OF FRUCTOSIDASE 1-RELATED (1 of 5)",3.71540623796993e-06,0.00354505489939275,21.4063397492057,4.1957514051754,1,0.83915028103508,0.0159744009942437,0.823175880040836,0.034017420215835,0.823175880040836,1.65751760448034,0.163044650274878
"24","Phvul.003G058000.1",5.41323066268441,"Phvul.003G058000","PTHR31828:SF1 - PHOSPHOLIPASE A1-IIALPHA-RELATED (1 of 3)",3.81414973964495e-06,0.00354505489939275,21.3560511584589,1.71923475332666,1,0.343846950665332,0.00468090890643123,0.339166041758901,0.022798912159348,0.339166041758901,-1.06674720030989,0.116494506686067
"25","Phvul.009G262300.1",6.30265861256004,"Phvul.009G262300","PTHR22835:SF262 - GDSL ESTERASE/LIPASE 5-RELATED (1 of 3)",3.77641762702118e-06,0.00354505489939275,21.3751116307147,1.45900494186353,1,0.291800988372706,0.00196181722805125,0.289839171144654,0.0185634215685944,0.289839171144654,0.977468175648872,0.0966247767961109
