"","target_id","mean_obs","gene_id","gene_description","pval","qval","test_stat","rss","degrees_free","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","b","se_b"
"1","Phvul.004G058400.1",2.9325917244124,"Phvul.004G058400","K12386 - cystinosin (CTNS)  (1 of 5)",8.98317818154034e-09,0.000243614809105193,33.0497243910207,78.879601126432,1,15.7759202252864,0.00118014589892093,15.7747400793875,0.184908099314843,15.7747400793875,7.25147780994469,0.312523721183678
"2","Phvul.010G124800.1",5.53770179188173,"Phvul.010G124800","PTHR22835:SF262 - GDSL ESTERASE/LIPASE 5-RELATED (1 of 3)",2.3012042497896e-08,0.00031203179025022,31.2221910588783,32.8319253679492,1,6.56638507358984,0.0175747522650386,6.5488103213248,0.027651809804079,6.5488103213248,4.66628927706632,0.168593170113238
"3","Phvul.004G032000.1",2.66141204767856,"Phvul.004G032000","",4.45391750093181e-08,0.000402619295692566,29.9410117082018,67.5582512394197,1,13.511650247884,0.00907217857699601,13.502578069307,0.247330057025807,13.502578069307,-6.70911845647702,0.369506465199826
"4","Phvul.010G029201.1",4.83310198822485,"Phvul.010G029201","PTHR11017//PTHR11017:SF163 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 62)",8.03443923154108e-08,0.000454912407644103,28.7977501123993,19.1275093165325,1,3.8255018633065,0.0295793723163085,3.79592249099019,0.0404463049544344,3.79592249099019,-3.56561686700906,0.203617701758684
"5","Phvul.011G183950.1",5.33080543513174,"Phvul.011G183950","PF00407 - Pathogenesis-related protein Bet v I family (Bet_v_1)  (1 of 46)",8.38733743213435e-08,0.000454912407644103,28.7145001312098,22.5049867106917,1,4.50099734213834,0.0149447901412044,4.48605255199714,0.0304410301584301,4.48605255199714,3.85810267681939,0.172023406048103
"6","Phvul.008G088700.2",4.85458017763166,"Phvul.008G088700","PTHR31087:SF11 - PROTEIN LURP-ONE-RELATED 1-RELATED (1 of 9)",1.57029534986864e-07,0.000608354851329825,27.5008000414635,30.7045955185098,1,6.14091910370197,0.0469046296374176,6.09401447406455,0.039898189816796,6.09401447406455,-4.50324742134747,0.229585336813043
"7","Phvul.L009001.1",3.30177023375971,"Phvul.L009001","K06874 - zinc finger protein (K06874)  (1 of 3)",1.42676098751768e-07,0.000608354851329825,27.6862110262972,95.7469200068793,1,19.1493840013759,0.333657875087348,18.8157261262885,0.128863456246235,18.8157261262885,-7.9891226917166,0.538693918656808
"8","Phvul.011G014200.2",4.77700392892253,"Phvul.011G014200","PTHR23155:SF402 - DISEASE RESISTANCE PROTEIN RPP13-RELATED (1 of 8)",1.86293957484439e-07,0.000631513229127562,27.1703493787409,19.5044606451987,1,3.90089212903974,0.03185395906898,3.86903816997076,0.0419282667354072,3.86903816997076,-3.59175905612022,0.209243361741527
"9","Phvul.010G033200.1",5.45379011207818,"Phvul.010G033200","K02962 - small subunit ribosomal protein S17e (RP-S17e, RPS17)  (1 of 5)",2.69029676062092e-07,0.00081064619834754,26.4601604674885,34.111393760327,1,6.8222787520654,0.0630663849455899,6.75921236711982,0.0287043591806588,6.75921236711982,4.74127565083645,0.255555461855519
"10","Phvul.010G026100.1",4.86235588574158,"Phvul.010G026100","PF00931//PF13676 - NB-ARC domain (NB-ARC)  // TIR domain (TIR_2)  (1 of 30)",3.13095064587381e-07,0.000849082505654518,26.1672043834074,16.3361834363373,1,3.26723668726746,0.0227974212714558,3.244439265996,0.0397023952010807,3.244439265996,-3.28146268404599,0.191128596149772
"11","Phvul.010G028700.1",4.89174646182804,"Phvul.010G028700","PF01582//PF05729 - TIR domain (TIR)  // NACHT domain (NACHT)  (1 of 1)",3.55324171479963e-07,0.000876003291487738,25.9229250861044,13.6738317660926,1,2.73476635321853,0.0190643164058788,2.71570203681265,0.0389750152978998,2.71570203681265,-3.00230961637283,0.183410705880639
"12","Phvul.004G009161.1",4.90836009004784,"Phvul.004G009161","PTHR16212:SF4 - FOCADHESIN (1 of 11)",4.26261068443368e-07,0.000963314492926308,25.5716285442279,11.5422620099199,1,2.30845240198398,0.0298028194479003,2.27864958253607,0.0385727289994503,2.27864958253607,-2.76485476241314,0.201433207504708
